customer_id,last_visit_date,country,device_type,traffic_source,sessions,pageviews,avg_session_duration_sec,bounce_rate,product_views,cart_additions,transactions,revenue_gbp,days_since_last_visit,email_clicks,support_visits,discount_usage_rate,returning_user,conversion_rate,cart_to_purchase_rate,pages_per_session,engagement_score,synthetic_ground_truth_segment,segment,segment_name
CUST-100766,2025-04-26,United Kingdom,Desktop,Paid Search,15,85,529.5,0.236,46,1,0,0.0,62,1,1,0.41,1,0.0,0.0,5.67,77.43,Engaged Non-Buyers,0,Product Researchers
CUST-100767,2025-02-20,United States,Mobile,Paid Search,21,101,526.5,0.434,38,4,3,247.52,25,4,0,0.923,1,0.1429,0.75,4.81,67.21,Deal Seekers,4,Engaged Non-Buyers
CUST-100768,2025-03-07,United Kingdom,Mobile,Paid Search,19,112,387.0,0.175,47,11,4,344.03,35,0,3,0.296,1,0.2105,0.3636,5.89,72.85,Deal Seekers,2,High Value Loyal Customers
CUST-100769,2025-05-18,France,Mobile,Referral,13,83,305.8,0.252,38,5,3,199.28,31,2,1,0.913,0,0.2308,0.6,6.38,65.63,Deal Seekers,4,Engaged Non-Buyers
CUST-100770,2025-05-06,Netherlands,Mobile,Paid Search,2,8,111.8,0.781,7,0,0,0.0,174,0,0,0.109,0,0.0,0.0,4.0,25.71,One-time Visitors,3,Engaged Non-Buyers
CUST-100771,2025-05-21,Netherlands,Mobile,Paid Search,22,120,407.9,0.215,50,2,1,99.22,13,5,1,0.524,1,0.0455,0.5,5.45,72.45,Engaged Non-Buyers,4,Engaged Non-Buyers
CUST-100772,2025-05-09,Germany,Mobile,Paid Search,21,102,489.2,0.252,46,1,0,0.0,57,2,1,0.19,1,0.0,0.0,4.86,72.49,Product Researchers,0,Product Researchers
CUST-100773,2025-04-21,Australia,Desktop,Paid Search,6,28,102.6,0.506,8,0,0,0.0,53,0,0,0.333,0,0.0,0.0,4.67,34.51,One-time Visitors,3,Engaged Non-Buyers
CUST-100774,2025-02-03,France,Tablet,Organic Search,24,113,480.9,0.329,53,6,3,234.21,14,4,1,0.176,1,0.125,0.5,4.71,71.84,High Value Loyal,4,Engaged Non-Buyers
CUST-100775,2025-01-30,United Kingdom,Mobile,Paid Search,15,113,428.9,0.401,61,3,0,0.0,14,5,0,0.733,1,0.0,0.0,7.53,78.73,Product Researchers,0,Product Researchers
CUST-100776,2025-03-26,United Kingdom,Desktop,Organic Search,12,103,273.2,0.566,71,2,0,0.0,17,0,0,0.497,1,0.0,0.0,8.58,69.5,Product Researchers,0,Product Researchers
CUST-100777,2025-06-06,Netherlands,Mobile,Paid Search,14,101,253.5,0.519,57,1,2,172.51,56,3,0,0.685,1,0.1429,1.0,7.21,64.79,Product Researchers,4,Engaged Non-Buyers
CUST-100778,2025-04-22,United Kingdom,Mobile,Paid Search,12,73,284.8,0.248,43,4,2,156.77,20,2,0,0.853,1,0.1667,0.5,6.08,65.27,Deal Seekers,4,Engaged Non-Buyers
CUST-100779,2025-02-19,India,Desktop,Paid Search,7,26,73.7,0.622,8,1,0,0.0,79,0,0,0.204,1,0.0,0.0,3.71,27.22,One-time Visitors,3,Engaged Non-Buyers
CUST-100780,2025-04-16,India,Mobile,Paid Social,4,15,71.7,0.827,2,0,0,0.0,74,1,0,0.601,0,0.0,0.0,3.75,20.24,One-time Visitors,3,Engaged Non-Buyers
CUST-100781,2025-03-26,India,Mobile,Organic Search,5,28,91.4,0.797,9,1,0,0.0,56,0,0,0.201,1,0.0,0.0,5.6,29.91,One-time Visitors,3,Engaged Non-Buyers
CUST-100782,2025-01-05,United Kingdom,Mobile,Referral,3,15,133.5,0.713,7,0,0,0.0,54,0,0,0.116,0,0.0,0.0,5.0,31.63,One-time Visitors,3,Engaged Non-Buyers
CUST-100783,2025-01-20,United Kingdom,Mobile,Organic Search,13,94,504.9,0.313,52,0,0,0.0,53,1,1,0.535,0,0.0,0.0,7.23,81.03,Product Researchers,0,Product Researchers
CUST-100784,2025-03-26,France,Mobile,Organic Search,13,78,555.1,0.564,37,3,0,0.0,31,4,1,0.325,1,0.0,0.0,6.0,68.78,Engaged Non-Buyers,0,Product Researchers
CUST-100785,2025-03-15,United Kingdom,Desktop,Organic Search,14,101,441.4,0.31,57,0,1,62.78,49,6,1,0.463,0,0.0714,0.0,7.21,79.4,Product Researchers,0,Product Researchers
CUST-100786,2025-02-18,Australia,Mobile,Display,11,60,573.7,0.372,34,3,0,0.0,27,3,0,0.514,0,0.0,0.0,5.45,71.9,Engaged Non-Buyers,0,Product Researchers
CUST-100787,2025-01-10,Australia,Mobile,Paid Search,13,100,312.0,0.428,62,2,1,91.22,44,1,0,0.504,0,0.0769,0.5,7.69,73.03,Product Researchers,0,Product Researchers
CUST-100788,2025-04-23,India,Mobile,Paid Search,3,12,67.7,0.793,6,0,1,68.56,176,1,0,0.239,0,0.3333,0.0,4.0,22.92,One-time Visitors,3,Engaged Non-Buyers
CUST-100789,2025-04-08,Canada,Desktop,Organic Search,19,108,197.9,0.198,46,7,3,218.19,9,1,2,0.58,1,0.1579,0.4286,5.68,61.85,Deal Seekers,4,Engaged Non-Buyers
CUST-100790,2025-03-21,India,Mobile,Paid Search,29,161,603.3,0.028,63,10,5,819.04,1,3,1,0.281,1,0.1724,0.5,5.55,91.03,High Value Loyal,2,High Value Loyal Customers
CUST-100791,2025-02-04,Netherlands,Mobile,Email,17,93,621.5,0.147,49,4,0,0.0,34,4,0,0.545,0,0.0,0.0,5.47,83.5,Engaged Non-Buyers,0,Product Researchers
CUST-100792,2025-03-25,United Kingdom,Mobile,Organic Search,17,105,291.0,0.427,47,2,0,0.0,34,2,2,0.348,1,0.0,0.0,6.18,62.64,Product Researchers,0,Product Researchers
CUST-100793,2025-02-20,Canada,Mobile,Direct,27,135,585.8,0.244,74,13,4,234.44,8,2,0,0.406,1,0.1481,0.3077,5.0,83.81,High Value Loyal,2,High Value Loyal Customers
CUST-100794,2025-03-20,United States,Mobile,Paid Search,4,17,79.7,0.737,4,0,0,0.0,66,1,0,0.375,0,0.0,0.0,4.25,25.07,One-time Visitors,3,Engaged Non-Buyers
CUST-100795,2025-03-13,United States,Desktop,Organic Search,24,125,523.9,0.2,42,2,0,0.0,54,5,1,0.193,1,0.0,0.0,5.21,75.41,Engaged Non-Buyers,0,Product Researchers
CUST-100796,2025-03-17,Germany,Tablet,Organic Search,3,16,112.4,0.837,8,0,0,0.0,70,0,0,0.137,0,0.0,0.0,5.33,28.83,One-time Visitors,3,Engaged Non-Buyers
CUST-100797,2025-06-16,United States,Mobile,Paid Search,20,98,406.0,0.31,56,1,0,0.0,10,3,0,0.204,1,0.0,0.0,4.9,70.1,Engaged Non-Buyers,0,Product Researchers
CUST-100798,2025-06-14,India,Desktop,Email,21,84,579.7,0.198,36,2,1,51.47,50,1,0,0.489,1,0.0476,0.5,4.0,72.61,Engaged Non-Buyers,4,Engaged Non-Buyers
CUST-100799,2025-05-28,France,Desktop,Direct,12,98,485.8,0.131,55,7,0,0.0,49,0,0,0.271,0,0.0,0.0,8.17,87.95,Product Researchers,0,Product Researchers
CUST-100800,2025-04-11,United Kingdom,Mobile,Referral,26,120,355.2,0.189,35,3,2,126.78,17,3,3,0.688,1,0.0769,0.6667,4.62,63.22,Deal Seekers,4,Engaged Non-Buyers
CUST-100801,2025-06-14,United States,Desktop,Paid Search,27,146,617.7,0.082,70,14,4,459.09,14,2,2,0.26,1,0.1481,0.2857,5.41,89.85,High Value Loyal,2,High Value Loyal Customers
CUST-100802,2025-03-16,United Kingdom,Desktop,Paid Search,29,134,380.9,0.086,50,5,2,106.93,14,1,1,0.88,1,0.069,0.4,4.62,71.72,Deal Seekers,4,Engaged Non-Buyers
CUST-100803,2025-01-25,United Kingdom,Mobile,Paid Search,3,14,84.0,0.809,5,0,0,0.0,119,0,0,0.398,0,0.0,0.0,4.67,25.1,One-time Visitors,3,Engaged Non-Buyers
CUST-100804,2025-02-21,Germany,Mobile,Paid Social,22,110,338.9,0.311,38,2,1,35.01,13,1,1,0.121,1,0.0455,0.5,5.0,61.49,Engaged Non-Buyers,0,Product Researchers
CUST-100805,2025-04-26,United Kingdom,Mobile,Direct,30,144,480.2,0.009,54,13,6,736.58,11,3,0,0.094,1,0.2,0.4615,4.8,80.41,High Value Loyal,2,High Value Loyal Customers
CUST-100806,2025-02-02,Australia,Mobile,Organic Search,4,15,125.8,0.816,6,0,0,0.0,118,0,0,0.301,1,0.0,0.0,3.75,24.46,One-time Visitors,3,Engaged Non-Buyers
CUST-100807,2025-05-13,United Kingdom,Mobile,Organic Search,1,11,84.0,0.706,8,0,0,0.0,126,1,0,0.249,0,0.0,0.0,11.0,39.0,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100808,2025-03-16,France,Tablet,Paid Search,3,19,85.7,0.678,4,0,1,52.67,169,0,0,0.283,0,0.3333,0.0,6.33,33.35,One-time Visitors,3,Engaged Non-Buyers
CUST-100809,2025-04-15,United Kingdom,Desktop,Organic Search,27,150,609.1,0.295,71,12,7,726.24,11,3,0,0.284,1,0.2593,0.5833,5.56,84.98,High Value Loyal,2,High Value Loyal Customers
CUST-100810,2025-03-14,France,Mobile,Paid Search,33,168,496.0,0.085,69,8,5,410.51,8,0,0,0.076,1,0.1515,0.625,5.09,83.58,High Value Loyal,2,High Value Loyal Customers
CUST-100811,2025-04-01,United Kingdom,Desktop,Direct,2,13,131.7,0.769,5,0,0,0.0,169,1,0,0.202,0,0.0,0.0,6.5,34.21,One-time Visitors,3,Engaged Non-Buyers
CUST-100812,2025-01-23,United Kingdom,Desktop,Direct,3,14,161.5,0.656,5,0,0,0.0,58,0,0,0.135,0,0.0,0.0,4.67,32.8,One-time Visitors,3,Engaged Non-Buyers
CUST-100813,2025-03-02,Netherlands,Mobile,Organic Search,15,97,307.2,0.093,57,1,1,91.9,37,0,0,0.345,1,0.0667,1.0,6.47,75.79,Product Researchers,4,Engaged Non-Buyers
CUST-100814,2025-03-01,United States,Mobile,Paid Social,18,95,232.7,0.343,41,5,5,353.17,8,2,3,0.745,1,0.2778,1.0,5.28,57.17,Deal Seekers,4,Engaged Non-Buyers
CUST-100815,2025-03-26,United Kingdom,Desktop,Paid Search,37,164,456.9,0.033,63,11,8,958.92,2,1,1,0.169,1,0.2162,0.7273,4.43,80.26,High Value Loyal,2,High Value Loyal Customers
CUST-100816,2025-01-30,United States,Tablet,Paid Social,20,94,533.8,0.236,33,4,1,68.98,53,2,1,0.408,1,0.05,0.25,4.7,70.64,Engaged Non-Buyers,0,Product Researchers
CUST-100817,2025-04-03,India,Mobile,Direct,16,87,437.4,0.152,44,1,1,52.84,64,2,0,0.066,1,0.0625,1.0,5.44,73.61,Engaged Non-Buyers,0,Product Researchers
CUST-100818,2025-04-16,United States,Mobile,Email,17,90,635.4,0.301,44,3,0,0.0,38,1,1,0.151,1,0.0,0.0,5.29,77.56,Engaged Non-Buyers,0,Product Researchers
CUST-100819,2025-05-31,India,Mobile,Direct,5,15,54.5,0.495,3,1,1,34.29,130,0,0,0.234,1,0.2,1.0,3.0,25.65,One-time Visitors,3,Engaged Non-Buyers
CUST-100820,2025-06-23,Canada,Desktop,Email,12,85,377.2,0.302,50,0,1,45.16,17,1,0,0.592,0,0.0833,0.0,7.08,73.84,Product Researchers,0,Product Researchers
CUST-100821,2025-01-20,United Kingdom,Mobile,Organic Search,12,100,604.8,0.037,47,2,1,64.1,9,3,0,0.397,1,0.0833,0.5,8.33,93.54,Engaged Non-Buyers,0,Product Researchers
CUST-100822,2025-01-04,Germany,Desktop,Organic Search,19,95,405.7,0.144,42,5,1,48.2,21,2,2,0.806,1,0.0526,0.2,5.0,70.24,Deal Seekers,4,Engaged Non-Buyers
CUST-100823,2025-02-12,France,Desktop,Organic Search,2,15,96.5,0.673,8,0,0,0.0,79,0,0,0.458,1,0.0,0.0,7.5,38.9,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100824,2025-06-28,Canada,Tablet,Paid Search,19,101,361.3,0.483,52,6,4,346.98,34,1,3,0.761,1,0.2105,0.6667,5.32,63.6,Deal Seekers,4,Engaged Non-Buyers
CUST-100825,2025-06-14,United States,Mobile,Direct,12,104,524.5,0.305,66,3,1,54.89,50,2,1,0.323,0,0.0833,0.3333,8.67,88.59,Product Researchers,0,Product Researchers
CUST-100826,2025-04-03,United Kingdom,Desktop,Paid Search,19,110,363.3,0.463,42,6,1,36.89,51,1,1,0.333,1,0.0526,0.1667,5.79,62.6,Engaged Non-Buyers,0,Product Researchers
CUST-100827,2025-06-04,United Kingdom,Mobile,Organic Search,16,109,430.7,0.111,49,0,1,57.19,59,2,0,0.478,1,0.0625,0.0,6.81,80.12,Product Researchers,0,Product Researchers
CUST-100828,2025-01-04,United States,Desktop,Organic Search,13,80,431.9,0.421,45,4,1,83.16,60,3,0,0.35,0,0.0769,0.25,6.15,69.15,Engaged Non-Buyers,0,Product Researchers
CUST-100829,2025-03-03,United Kingdom,Mobile,Email,2,15,47.9,0.853,7,1,0,0.0,108,0,1,0.161,0,0.0,0.0,7.5,31.67,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100830,2025-03-22,Netherlands,Tablet,Referral,19,120,451.7,0.322,43,10,2,156.65,26,2,0,0.796,0,0.1053,0.2,6.32,72.51,Deal Seekers,4,Engaged Non-Buyers
CUST-100831,2025-04-22,Australia,Desktop,Direct,20,94,313.2,0.115,42,5,1,56.61,16,1,1,0.895,0,0.05,0.2,4.7,65.39,Deal Seekers,4,Engaged Non-Buyers
CUST-100832,2025-01-02,France,Mobile,Organic Search,27,173,484.4,0.294,64,12,5,550.63,11,1,1,0.405,1,0.1852,0.4167,6.41,81.58,High Value Loyal,2,High Value Loyal Customers
CUST-100833,2025-01-09,India,Mobile,Paid Search,15,98,349.4,0.134,53,2,1,54.12,12,2,3,0.262,1,0.0667,0.5,6.53,75.83,Product Researchers,0,Product Researchers
CUST-100834,2025-04-27,United States,Desktop,Direct,17,96,579.4,0.351,46,2,0,0.0,33,4,0,0.24,1,0.0,0.0,5.65,77.01,Engaged Non-Buyers,0,Product Researchers
CUST-100835,2025-01-07,India,Tablet,Email,21,111,397.9,0.516,39,10,3,230.55,9,1,1,0.903,0,0.1429,0.3,5.29,60.51,Deal Seekers,4,Engaged Non-Buyers
CUST-100836,2025-04-02,United Kingdom,Desktop,Paid Search,15,105,516.9,0.197,58,4,0,0.0,22,3,0,0.505,1,0.0,0.0,7.0,85.63,Product Researchers,0,Product Researchers
CUST-100837,2025-06-09,United Kingdom,Mobile,Direct,22,96,356.4,0.311,39,4,1,32.94,64,3,0,0.087,1,0.0455,0.25,4.36,60.68,Engaged Non-Buyers,0,Product Researchers
CUST-100838,2025-01-06,Germany,Mobile,Organic Search,12,97,378.1,0.184,55,4,0,0.0,69,1,0,0.311,1,0.0,0.0,8.08,81.23,Product Researchers,0,Product Researchers
CUST-100839,2025-05-23,France,Mobile,Referral,19,91,460.2,0.441,38,0,1,53.92,45,1,1,0.124,0,0.0526,0.0,4.79,63.64,Engaged Non-Buyers,0,Product Researchers
CUST-100840,2025-04-10,Australia,Mobile,Direct,21,102,280.4,0.257,39,2,1,26.66,5,1,1,0.727,1,0.0476,0.5,4.86,59.76,Engaged Non-Buyers,4,Engaged Non-Buyers
CUST-100841,2025-03-21,United States,Mobile,Paid Search,19,131,540.6,0.313,77,1,1,125.96,44,1,0,0.208,1,0.0526,1.0,6.89,85.74,Product Researchers,0,Product Researchers
CUST-100842,2025-02-26,United States,Mobile,Email,2,13,73.1,0.749,7,0,0,0.0,116,0,0,0.391,1,0.0,0.0,6.5,32.4,One-time Visitors,3,Engaged Non-Buyers
CUST-100843,2025-05-04,India,Mobile,Paid Search,30,154,628.7,0.181,70,8,3,371.26,13,2,1,0.214,1,0.1,0.375,5.13,86.53,High Value Loyal,2,High Value Loyal Customers
CUST-100844,2025-04-22,Canada,Mobile,Email,18,102,466.5,0.199,50,3,2,70.37,20,1,2,0.492,1,0.1111,0.6667,5.67,76.44,Product Researchers,4,Engaged Non-Buyers
CUST-100845,2025-04-15,Netherlands,Desktop,Organic Search,3,15,58.1,0.838,5,0,0,0.0,158,0,0,0.135,0,0.0,0.0,5.0,24.13,One-time Visitors,3,Engaged Non-Buyers
CUST-100846,2025-02-25,Germany,Mobile,Organic Search,17,81,394.6,0.355,37,7,1,55.92,43,6,2,0.662,0,0.0588,0.1429,4.76,62.12,Deal Seekers,4,Engaged Non-Buyers
CUST-100847,2025-06-18,Canada,Desktop,Paid Search,28,173,520.1,0.086,68,14,9,1185.83,6,2,0,0.488,1,0.3214,0.6429,6.18,88.15,High Value Loyal,2,High Value Loyal Customers
CUST-100848,2025-06-21,United States,Mobile,Email,30,128,362.2,0.189,56,9,5,621.93,10,2,0,0.531,1,0.1667,0.5556,4.27,68.95,High Value Loyal,2,High Value Loyal Customers
CUST-100849,2025-05-19,United Kingdom,Desktop,Paid Search,21,95,436.4,0.227,41,5,1,76.78,44,0,0,0.609,1,0.0476,0.2,4.52,67.9,Deal Seekers,4,Engaged Non-Buyers
CUST-100850,2025-03-28,Australia,Mobile,Paid Search,22,106,413.7,0.327,37,8,2,161.69,44,3,0,0.967,1,0.0909,0.25,4.82,63.97,Deal Seekers,4,Engaged Non-Buyers
CUST-100851,2025-01-21,United States,Mobile,Direct,3,16,93.0,0.682,5,1,0,0.0,106,1,0,0.511,1,0.0,0.0,5.33,30.8,One-time Visitors,3,Engaged Non-Buyers
CUST-100852,2025-02-09,United Kingdom,Desktop,Organic Search,17,122,415.6,0.447,62,2,0,0.0,28,1,1,0.566,0,0.0,0.0,7.18,76.11,Product Researchers,0,Product Researchers
CUST-100853,2025-02-13,United Kingdom,Desktop,Referral,14,85,387.5,0.187,45,2,1,61.58,25,0,1,0.554,1,0.0714,0.5,6.07,72.51,Product Researchers,4,Engaged Non-Buyers
CUST-100854,2025-05-28,Australia,Mobile,Paid Search,13,70,453.2,0.537,35,8,1,70.48,38,5,1,0.643,1,0.0769,0.125,5.38,61.84,Deal Seekers,4,Engaged Non-Buyers
CUST-100855,2025-06-21,United Kingdom,Mobile,Paid Search,22,120,205.0,0.25,43,3,5,335.0,39,1,0,0.575,1,0.2273,1.0,5.45,59.29,Deal Seekers,4,Engaged Non-Buyers
CUST-100856,2025-01-15,United Kingdom,Desktop,Email,24,149,484.1,0.237,57,2,0,0.0,70,0,0,0.798,1,0.0,0.0,6.21,80.21,Product Researchers,0,Product Researchers
CUST-100857,2025-01-06,France,Mobile,Direct,4,19,113.9,0.911,5,1,1,35.98,140,0,0,0.566,1,0.25,1.0,4.75,24.31,One-time Visitors,3,Engaged Non-Buyers
CUST-100858,2025-06-24,United States,Tablet,Organic Search,15,80,457.1,0.298,35,7,2,192.69,5,3,0,0.728,1,0.1333,0.2857,5.33,67.84,Deal Seekers,4,Engaged Non-Buyers
CUST-100859,2025-06-12,United Kingdom,Tablet,Paid Search,17,110,493.4,0.376,62,4,0,0.0,39,2,1,0.479,1,0.0,0.0,6.47,79.56,Product Researchers,0,Product Researchers
CUST-100860,2025-04-20,India,Mobile,Paid Search,2,13,105.7,0.831,4,1,0,0.0,175,0,0,0.336,0,0.0,0.0,6.5,31.06,One-time Visitors,3,Engaged Non-Buyers
CUST-100861,2025-03-27,United Kingdom,Desktop,Organic Search,16,96,489.9,0.272,40,4,0,0.0,40,3,0,0.45,1,0.0,0.0,6.0,73.76,Engaged Non-Buyers,0,Product Researchers
CUST-100862,2025-02-26,United Kingdom,Desktop,Email,21,92,417.6,0.22,31,6,1,87.23,34,1,1,0.94,1,0.0476,0.1667,4.38,63.6,Deal Seekers,4,Engaged Non-Buyers
CUST-100863,2025-01-04,Germany,Mobile,Direct,20,108,392.4,0.477,55,2,0,0.0,22,3,0,0.254,0,0.0,0.0,5.4,66.5,Product Researchers,0,Product Researchers
CUST-100864,2025-05-24,Germany,Tablet,Paid Social,11,89,526.0,0.218,50,2,0,0.0,44,4,0,0.401,1,0.0,0.0,8.09,86.24,Product Researchers,0,Product Researchers
CUST-100865,2025-01-02,United States,Mobile,Paid Search,32,133,492.8,0.201,57,13,4,390.92,7,3,1,0.388,1,0.125,0.3077,4.16,75.15,High Value Loyal,2,High Value Loyal Customers
CUST-100866,2025-05-30,United Kingdom,Desktop,Email,2,13,138.7,0.683,6,0,0,0.0,162,1,1,0.3,0,0.0,0.0,6.5,37.01,One-time Visitors,3,Engaged Non-Buyers
CUST-100867,2025-04-14,United States,Mobile,Direct,17,93,371.6,0.066,41,1,1,34.15,43,2,0,0.191,1,0.0588,1.0,5.47,71.65,Engaged Non-Buyers,4,Engaged Non-Buyers
CUST-100868,2025-02-17,United Kingdom,Mobile,Direct,11,84,416.2,0.221,46,7,0,0.0,22,2,1,0.933,1,0.0,0.0,7.64,78.31,Deal Seekers,4,Engaged Non-Buyers
CUST-100869,2025-01-15,United Kingdom,Mobile,Organic Search,14,91,446.1,0.496,42,3,0,0.0,19,0,1,0.18,1,0.0,0.0,6.5,68.15,Product Researchers,0,Product Researchers
CUST-100870,2025-05-30,United Kingdom,Mobile,Paid Social,34,160,554.0,0.265,66,13,5,567.04,1,1,2,0.035,1,0.1471,0.3846,4.71,80.79,High Value Loyal,2,High Value Loyal Customers
CUST-100871,2025-05-06,United Kingdom,Desktop,Organic Search,22,104,256.6,0.274,42,3,0,0.0,53,0,1,0.254,1,0.0,0.0,4.73,58.67,Product Researchers,0,Product Researchers
CUST-100872,2025-05-19,Australia,Desktop,Direct,11,69,496.8,0.106,36,2,1,52.99,28,2,1,0.242,1,0.0909,0.5,6.27,77.86,Engaged Non-Buyers,0,Product Researchers
CUST-100873,2025-06-23,Australia,Desktop,Direct,18,131,377.6,0.16,65,2,0,0.0,36,6,2,0.111,1,0.0,0.0,7.28,82.62,Product Researchers,0,Product Researchers
CUST-100874,2025-02-13,Germany,Mobile,Direct,14,82,457.9,0.206,44,3,2,115.76,19,3,0,0.521,1,0.1429,0.6667,5.86,74.6,Deal Seekers,4,Engaged Non-Buyers
CUST-100875,2025-05-23,United States,Desktop,Paid Search,17,89,334.3,0.393,44,5,2,107.09,38,4,1,0.908,1,0.1176,0.4,5.24,61.78,Deal Seekers,4,Engaged Non-Buyers
CUST-100876,2025-02-25,Germany,Tablet,Direct,6,30,96.6,0.501,7,0,0,0.0,54,0,0,0.028,0,0.0,0.0,5.0,35.07,One-time Visitors,3,Engaged Non-Buyers
CUST-100877,2025-02-19,Germany,Tablet,Direct,10,58,264.1,0.376,35,6,0,0.0,31,2,0,0.306,1,0.0,0.0,5.8,57.7,Engaged Non-Buyers,0,Product Researchers
CUST-100878,2025-04-06,Canada,Mobile,Organic Search,13,98,481.0,0.42,53,1,1,89.58,29,4,1,0.727,1,0.0769,1.0,7.54,78.41,Product Researchers,4,Engaged Non-Buyers
CUST-100879,2025-01-29,United Kingdom,Mobile,Email,24,131,439.7,0.336,54,2,1,93.03,37,3,2,0.758,1,0.0417,0.5,5.46,72.26,Product Researchers,4,Engaged Non-Buyers
CUST-100880,2025-04-16,United Kingdom,Mobile,Organic Search,1,13,150.6,0.702,8,1,0,0.0,143,0,1,0.223,0,0.0,0.0,13.0,42.45,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100881,2025-02-28,Australia,Mobile,Organic Search,26,150,551.1,0.073,67,9,7,940.69,2,0,1,0.337,1,0.2692,0.7778,5.77,88.77,High Value Loyal,2,High Value Loyal Customers
CUST-100882,2025-04-18,United States,Mobile,Organic Search,11,79,533.4,0.247,37,3,0,0.0,35,4,1,0.379,1,0.0,0.0,7.18,79.33,Engaged Non-Buyers,0,Product Researchers
CUST-100883,2025-05-29,United Kingdom,Mobile,Organic Search,16,113,382.9,0.451,57,3,1,49.76,32,3,0,0.23,1,0.0625,0.3333,7.06,72.48,Product Researchers,0,Product Researchers
CUST-100884,2025-05-05,Netherlands,Mobile,Organic Search,16,75,316.5,0.323,38,7,3,194.71,44,1,0,0.537,0,0.1875,0.4286,4.69,59.09,Deal Seekers,4,Engaged Non-Buyers
CUST-100885,2025-04-08,United States,Desktop,Organic Search,1,5,103.3,0.872,2,0,0,0.0,46,0,0,0.084,1,0.0,0.0,5.0,24.6,One-time Visitors,3,Engaged Non-Buyers
CUST-100886,2025-04-01,United Kingdom,Mobile,Direct,21,104,323.5,0.588,39,5,3,164.83,25,3,1,0.892,1,0.1429,0.6,4.95,53.96,Deal Seekers,4,Engaged Non-Buyers
CUST-100887,2025-04-23,United States,Desktop,Paid Search,23,124,492.4,0.023,63,13,9,891.04,14,2,2,0.42,1,0.3913,0.6923,5.39,85.29,High Value Loyal,2,High Value Loyal Customers
CUST-100888,2025-06-04,India,Desktop,Paid Social,20,96,514.5,0.137,38,5,4,232.74,21,1,2,0.693,1,0.2,0.8,4.8,73.99,Deal Seekers,4,Engaged Non-Buyers
CUST-100889,2025-05-09,United Kingdom,Desktop,Paid Search,3,13,92.8,0.822,1,0,0,0.0,155,1,0,0.089,0,0.0,0.0,4.33,22.95,One-time Visitors,3,Engaged Non-Buyers
CUST-100890,2025-03-26,India,Desktop,Organic Search,23,139,537.2,0.14,81,19,5,711.77,7,0,0,0.148,1,0.2174,0.2632,6.04,87.26,High Value Loyal,2,High Value Loyal Customers
CUST-100891,2025-02-25,United Kingdom,Desktop,Direct,16,96,451.4,0.175,51,4,0,0.0,52,2,1,0.781,1,0.0,0.0,6.0,77.65,Product Researchers,0,Product Researchers
CUST-100892,2025-04-12,India,Mobile,Direct,24,110,294.8,0.389,41,6,5,285.95,4,1,0,0.96,1,0.2083,0.8333,4.58,56.95,Deal Seekers,4,Engaged Non-Buyers
CUST-100893,2025-06-26,India,Mobile,Organic Search,12,81,367.2,0.558,45,5,1,56.37,42,1,0,0.15,1,0.0833,0.2,6.75,64.36,Product Researchers,0,Product Researchers
CUST-100894,2025-02-10,India,Desktop,Organic Search,22,120,511.2,0.09,68,10,3,386.9,10,1,0,0.301,1,0.1364,0.3,5.45,85.35,High Value Loyal,2,High Value Loyal Customers
CUST-100895,2025-01-07,United Kingdom,Desktop,Paid Search,4,17,60.1,0.87,10,0,0,0.0,152,1,0,0.006,0,0.0,0.0,4.25,22.62,One-time Visitors,3,Engaged Non-Buyers
CUST-100896,2025-02-11,United States,Desktop,Organic Search,18,96,431.5,0.244,44,3,0,0.0,48,4,0,0.521,1,0.0,0.0,5.33,70.67,Engaged Non-Buyers,0,Product Researchers
CUST-100897,2025-02-06,United Kingdom,Mobile,Organic Search,19,106,249.6,0.314,43,7,5,365.02,35,2,1,0.643,0,0.2632,0.7143,5.58,60.3,Deal Seekers,4,Engaged Non-Buyers
CUST-100898,2025-06-17,United Kingdom,Desktop,Referral,13,85,446.8,0.205,43,6,1,64.33,25,1,1,0.896,1,0.0769,0.1667,6.54,75.87,Deal Seekers,4,Engaged Non-Buyers
CUST-100899,2025-04-10,Netherlands,Mobile,Paid Search,1,12,109.7,0.639,6,2,0,0.0,116,1,0,0.073,0,0.0,0.0,12.0,41.35,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100900,2025-03-23,United Kingdom,Tablet,Paid Search,3,17,74.0,0.743,6,0,1,53.68,116,0,0,0.215,0,0.3333,0.0,5.67,29.69,One-time Visitors,3,Engaged Non-Buyers
CUST-100901,2025-03-01,United Kingdom,Mobile,Paid Search,19,137,498.5,0.249,78,8,8,842.26,8,0,1,0.177,1,0.4211,1.0,7.21,86.23,High Value Loyal,2,High Value Loyal Customers
CUST-100902,2025-02-10,United Kingdom,Mobile,Paid Social,6,28,47.3,0.834,9,0,0,0.0,65,0,0,0.125,0,0.0,0.0,4.67,23.87,One-time Visitors,3,Engaged Non-Buyers
